wid,price,variety,region,province,country,winery,encoded,color
6180,14.0,Sauvignon Blanc,nan,Leyda Valley,Chile,Polkura,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", white
6181,,Rosé,nan,Península de Setúbal,Portugal,Wines & Winemakers,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", pink
6182,10.0,Chardonnay,"Lodi, Central Valley",California,US,Peltier,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", white
6183,29.0,Chardonnay,"Santa Lucia Highlands, Central Coast",California,US,Caraccioli,"0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0", white
6184,36.0,Chardonnay,"Central Coast, Central Coast",California,US,Jack Creek,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", white
6185,227.0,Red Blend,Bolgheri Sassicaia,Tuscany,Italy,Tenuta San Guido,"1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0", red
6186,130.0,Cabernet Franc,Toscana,Tuscany,Italy,Le Macchiole,"1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1", red
6187,175.0,Cabernet Sauvignon,"Oak Knoll District, Napa",California,US,Trefethen,"1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
6188,120.0,Riesling,nan,Mosel,Germany,C.H. Berres,"0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", white
6189,68.0,Riesling,nan,Wachau,Austria,F X Pichler,"0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", white
6190,107.0,Riesling,nan,Mosel,Germany,Joh. Jos. Prüm,"0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", white
6191,42.0,Pinot Noir,Willamette Valley,Oregon,US,Sineann,"1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
6192,65.0,Chardonnay,"Russian River Valley, Sonoma",California,US,Williams Selyem,"0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", white
6193,,Riesling,nan,Wachau,Austria,Gritsch Mauritiushof,"0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0", white
6194,99.0,Riesling,nan,Rheingau,Germany,Dr. Nägler,"0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", white
6195,89.0,Chardonnay,Margaret River,Western Australia,Australia,Leeuwin Estate,"0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0", white
6196,56.0,Pinot Noir,"Willamette Valley, Willamette Valley",Oregon,US,Shea,"0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
6197,65.0,Shiraz,South Australia,South Australia,Australia,Penfolds,"1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0", red
6198,237.0,Riesling,nan,Nahe,Germany,Prinz Salm,"0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0", white
6199,,Grüner Veltliner,nan,Kamptal,Austria,Bründlmayer,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", white
6200,95.0,Malbec,Perdriel,Mendoza Province,Argentina,Viña Cobos,"1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0", red
6201,52.0,Zinfandel,"Russian River Valley, Sonoma",California,US,Williams Selyem,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0", red
6202,,Riesling,nan,Wachau,Austria,F X Pichler,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", white
6203,30.0,Sangiovese,Chianti Classico,Tuscany,Italy,Casa al Vento,"1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1", red
6204,55.0,Champagne Blend,Champagne,Champagne,France,Charles Ellner,"0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1", white
6205,18.0,Rosé,Tavel,Rhône Valley,France,Domaine Maby,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", pink
6206,68.0,Syrah,"Red Mountain, Columbia Valley",Washington,US,Doyenne,"0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0", red
6207,59.0,Pinot Noir,nan,Martinborough,New Zealand,Escarpment,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
6208,53.0,White Blend,nan,Galilee,Israel,Recanati,"0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0", white
6209,65.0,Syrah,"Walla Walla Valley (WA), Columbia Valley",Washington,US,Reynvaan Family Vineyards,"1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0", red
6210,,Grenache,"Yakima Valley, Columbia Valley",Washington,US,Sparkman,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
6211,19.0,Zierfandler,nan,Thermenregion,Austria,Stadlmann,"0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", white
6212,32.0,Malbec,"Yakima Valley, Columbia Valley",Washington,US,Stevens,"0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0", red
6213,55.0,Pinot Noir,"Sta. Rita Hills, Central Coast",California,US,Storm,"1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0", red
6214,33.0,Sauvignon Blanc,nan,Südsteiermark,Austria,Tement,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", white
6215,110.0,Champagne Blend,Champagne,Champagne,France,Veuve Doussot,"0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0", white
6216,17.0,Grüner Veltliner,nan,Kamptal,Austria,Weixelbaum,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", white
6217,38.0,Pinot Noir,Anderson Valley,California,US,Baxter,"0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0", red
6218,49.0,Grüner Veltliner,nan,Wagram,Austria,Bernhard Ott,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", white
6219,32.0,Grüner Veltliner,nan,Kamptal,Austria,Bründlmayer,"0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0", white
6220,65.0,Syrah,"Red Mountain, Columbia Valley",Washington,US,Force Majeure,"1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
6221,45.0,Sangiovese,Chianti Classico,Tuscany,Italy,Il Molino di Grace,"1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0", red
6222,25.0,Riesling,nan,Wagram,Austria,Josef Ehmoser,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", white
6223,45.0,Pinot Noir,"Santa Maria Valley, Central Coast",California,US,La Fenêtre,"0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0", red
6224,27.0,Tempranillo,Ribera del Duero,Northern Spain,Spain,Lecco,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0", red
6225,40.0,Champagne Blend,Champagne,Champagne,France,Fluteau,"0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", white
6226,52.0,Cabernet Sauvignon,"Happy Canyon of Santa Barbara, Central Coast",California,US,Foxen 7200,"1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0", red
6227,85.0,Cabernet Sauvignon,"Mount Veeder, Napa",California,US,Galvan,"1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
6228,105.0,Pinot Meunier,Champagne,Champagne,France,Huré Frères,"0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
6229,50.0,Pinot Noir,"Dundee Hills, Willamette Valley",Oregon,US,J. Christopher,"0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0", red
6230,50.0,Red Blend,nan,Maipo Valley,Chile,Alcance,"1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0", red
6231,37.0,Zinfandel,"Napa Valley, Napa",California,US,Ravenswood,"1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
6232,58.0,Pinot Noir,"Willamette Valley, Willamette Valley",Oregon,US,Rex Hill,"0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0", red
6233,66.0,Pinot Noir,"Willamette Valley, Willamette Valley",Oregon,US,Shea,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0", red
6234,45.0,Chardonnay,"Sonoma Coast, Sonoma",California,US,Sojourn,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", white
6235,25.0,Syrah,"Columbia Valley (WA), Columbia Valley",Washington,US,Structure,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
6236,49.0,Chardonnay,"Santa Lucia Highlands, Central Coast",California,US,Testarossa,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0", white
6237,45.0,Pinot Noir,"Dundee Hills, Willamette Valley",Oregon,US,The Eyrie Vineyards,"0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0", red
6238,35.0,Pinot Noir,"Eola-Amity Hills, Willamette Valley",Oregon,US,Tumwater,"0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0", red
6239,50.0,Red Blend,"Columbia Valley (WA), Columbia Valley",Washington,US,Two Vintners,"1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0", red
6240,50.0,Syrah,"Horse Heaven Hills, Columbia Valley",Washington,US,Two Vintners,"0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0", red
6241,24.0,Tempranillo,Ribera del Duero,Northern Spain,Spain,Valdubón,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0", red
6242,150.0,Cabernet Sauvignon,"Oakville, Napa",California,US,Vine Cliff,"1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0", red
6243,35.0,Champagne Blend,Champagne,Champagne,France,Baron-Fuenté,"0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0", white
6244,50.0,Tempranillo,Rioja,Northern Spain,Spain,Larchago,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
6245,45.0,Rhône-style Red Blend,"Yakima Valley, Columbia Valley",Washington,US,Covington,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
6246,55.0,Pinot Noir,"Russian River Valley, Sonoma",California,US,Davis Family,"1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
6247,66.0,Champagne Blend,Champagne,Champagne,France,Deutz,"0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0", white
6248,33.0,Tempranillo,Ribera del Duero,Northern Spain,Spain,Dominio Basconcillos,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
6249,55.0,Chardonnay,"Sonoma Coast, Sonoma",California,US,Fulcrum,"0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0", white
6250,58.0,Champagne Blend,Champagne,Champagne,France,Gosset,"0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0", white
6251,38.0,Chardonnay,"Columbia Gorge (OR), Oregon Other",Oregon,US,Phelps Creek,"0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0", white
6252,53.0,Bordeaux-style Red Blend,Pessac-Léognan,Bordeaux,France,Château le Pape,"0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
6253,16.0,Rhône-style Red Blend,Corbières,Languedoc-Roussillon,France,Château Prieuré Borde-Rouge,"0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0", red
6254,,Sangiovese,Chianti Classico,Tuscany,Italy,Dievole,"0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0", red
6255,33.0,Chardonnay,"Russian River Valley, Sonoma",California,US,Most Wanted Winery,"0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0", white
6256,72.0,Cabernet Sauvignon,"Yakima Valley, Columbia Valley",Washington,US,Owen Roe,"0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0", red
6257,20.0,Portuguese Red,nan,Douro,Portugal,Quinta do Vallado,"1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
6258,19.0,Portuguese Red,nan,Douro,Portugal,Real Companhia Velha,"0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0", red
6259,18.0,Red Blend,Toscana,Tuscany,Italy,Rocca delle Macìe,"1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
6260,28.0,Tempranillo,Rioja,Northern Spain,Spain,Sierra Cantabria,"1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
6261,35.0,Carignane,Mendocino,California,US,Simaine Cellars,"0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0", red
6262,8.0,Riesling,"Columbia Valley (WA), Columbia Valley",Washington,US,StoneCap,"0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", white
6263,,Portuguese Red,nan,Alentejano,Portugal,Terra d'Alter,"0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0", red
6264,29.0,Red Blend,Toscana,Tuscany,Italy,Le Buche,"0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
6265,56.0,Pinot Noir,"San Benito County, Central Coast",California,US,Williams Selyem,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
6266,40.0,Red Blend,Bolgheri,Tuscany,Italy,Campo alla Sughera,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0", red
6267,,Red Blend,Bolgheri,Tuscany,Italy,Casa di Terra,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
6268,,Merlot,Toscana,Tuscany,Italy,Ceralti,"0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0", red
6269,17.0,Cabernet Sauvignon-Merlot,nan,Central Valley,Chile,Emiliana,"1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0", red
6270,40.0,Zinfandel,"Dry Creek Valley, Sonoma",California,US,Bella,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
6271,35.0,Sangiovese,Toscana,Tuscany,Italy,Bibi Graetz,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0", red
6272,,Sangiovese,Chianti Classico,Tuscany,Italy,Canonica a Cerreto,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0", red
6273,10.0,Tempranillo,La Mancha,Central Spain,Spain,San Antonio Abad,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
6274,10.0,Rosé,nan,Alentejano,Portugal,Terras de Alter,"0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0", pink
6275,34.0,Zinfandel,"Dry Creek Valley, Sonoma",California,US,Pezzi King,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
6276,14.0,Merlot,"California, California Other",California,US,Red Rock,"1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0", red
6277,,Petit Verdot,nan,Península de Setúbal,Portugal,Casa Ermelinda Freitas,"0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0", red
6278,7.0,Portuguese White,nan,Alentejano,Portugal,Global Wines,"0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", white
6279,40.0,Syrah,"Willamette Valley, Willamette Valley",Oregon,US,Amalie Robert,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0", red
6280,90.0,Nebbiolo,Barolo,Piedmont,Italy,Bersano,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
6281,13.0,Garnacha-Cabernet,Cariñena,Northern Spain,Spain,Bodegas Paniza,"0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
6282,11.0,Tempranillo,Cariñena,Northern Spain,Spain,Care,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
6283,22.0,Bordeaux-style Red Blend,Blaye Côtes de Bordeaux,Bordeaux,France,Château Roland-La-Garde,"0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0", red
6284,7.0,Portuguese Red,nan,Lisboa,Portugal,Sanguinhal,"0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0", red
6285,20.0,Nebbiolo,Barbaresco,Piedmont,Italy,Cancello del Barone,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
6286,16.0,Pinot Noir,nan,Rheingau,Germany,Carl Ehrhard,"0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
6287,12.0,Cabernet Sauvignon,"California, California Other",California,US,Middle Sister,"0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
6288,8.0,Portuguese Red,nan,Douro,Portugal,Casca Wines,"0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0", red
6289,29.0,Riesling,"Ribbon Ridge, Willamette Valley",Oregon,US,Chehalem,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", white
6290,25.0,Bordeaux-style Red Blend,Blaye Côtes de Bordeaux,Bordeaux,France,Closerie du Bailli,"0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0", red
6291,26.0,Chardonnay,Trento,Northeastern Italy,Italy,Gaierhof,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", white
6292,24.0,Merlot,"Oakville, Napa",California,US,Gibbs,"1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
6293,12.0,Portuguese White,nan,Tejo,Portugal,Quinta da Lagoalva de Cima,"0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0", white
6294,9.0,Portuguese White,nan,Alentejano,Portugal,Santos & Seixo,"0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0", white
6295,25.0,Sauvignon Blanc,Sancerre,Loire Valley,France,Domaine Fouassier,"0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0", white
6296,27.0,Chardonnay,"Green Valley, Sonoma",California,US,Iron Horse,"0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", white
6297,42.0,Sauvignon Blanc,Sancerre,Loire Valley,France,Pascal Jolivet,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", white
6298,50.0,Zinfandel,"Russian River Valley, Sonoma",California,US,Williams Selyem,"0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
6299,59.0,Nebbiolo,Barolo,Piedmont,Italy,Ca' Viola,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0", red
6300,48.0,Chardonnay,"Green Valley, Sonoma",California,US,Iron Horse,"0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0", white
6301,40.0,Cabernet Sauvignon,"St. Helena, Napa",California,US,J. Lohr,"1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0", red
6302,44.0,Pinot Noir,"Sonoma Coast, Sonoma",California,US,Keller,"0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
6303,22.0,Rosé,"Dry Creek Valley, Sonoma",California,US,Kokomo,"0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", pink
6304,30.0,Riesling,"Marin County, North Coast",California,US,Dutton-Goldfield,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1", white
6305,65.0,Nebbiolo,Barbaresco,Piedmont,Italy,Fontanabianca,"0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0", red
6306,77.0,Nebbiolo,Barolo,Piedmont,Italy,Fratelli Alessandria,"0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0", red
6307,55.0,Nebbiolo,Barolo,Piedmont,Italy,Giacosa Fratelli,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0", red
6308,,Nebbiolo,Barolo,Piedmont,Italy,Grimaldi Bruna,"0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0", red
6309,49.0,Nebbiolo,Barolo,Piedmont,Italy,Beni di Batasiolo,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
6310,83.0,Nebbiolo,Barolo,Piedmont,Italy,Beni di Batasiolo,"1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
6311,45.0,Nebbiolo,Barbaresco,Piedmont,Italy,Castello di Verduno,"1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
6312,65.0,Zinfandel,"Mount Veeder, Napa",California,US,Château Potelle,"1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0", red
6313,100.0,Cabernet Sauvignon,"Napa Valley, Napa",California,US,Janzen,"0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
6314,28.0,Chardonnay,"Russian River Valley, Sonoma",California,US,Kokomo,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", white
6315,75.0,Nebbiolo,Barolo,Piedmont,Italy,Mauro Veglio,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
6316,55.0,Pinot Noir,"Santa Cruz Mountains, Central Coast",California,US,Thomas Fogarty,"0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
6317,,Nebbiolo,Barbaresco,Piedmont,Italy,Ugo Lequio,"0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
6318,84.0,Nebbiolo,Barolo,Piedmont,Italy,Viberti,"0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
6319,74.0,Nebbiolo,Barolo,Piedmont,Italy,Gianni Gagliardo,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
6320,45.0,Mourvèdre,"Columbia Valley (WA), Columbia Valley",Washington,US,Rasa,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
6321,25.0,Chardonnay,"Carneros, Napa-Sonoma",California,US,Saintsbury,"0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", white
6322,55.0,Cabernet Sauvignon,"Napa Valley, Napa",California,US,Sterling,"0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
6323,20.0,Verdicchio,Verdicchio dei Castelli di Jesi Classico,Central Italy,Italy,Stefano Antonucci,"0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1", white
6324,15.0,Chardonnay,"Finger Lakes, Finger Lakes",New York,US,Lamoreaux Landing,"0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0", white
6325,14.0,Provence white blend,Côtes de Provence,Provence,France,Les Vignobles Gueissard,"0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0", white
6326,18.0,Verdicchio,Verdicchio dei Castelli di Jesi Classico Superiore,Central Italy,Italy,Marchetti,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1", white
6327,18.0,Rhône-style Red Blend,"Monterey, Central Coast",California,US,Morgan,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0", red
6328,27.0,Pinot Noir,"Carneros, Napa-Sonoma",California,US,Peter Cellars,"0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0", red
6329,12.0,Red Blend,"California, California Other",California,US,Rare,"1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0", red
6330,35.0,Syrah,"Walla Walla Valley (WA), Columbia Valley",Washington,US,Tertulia,"0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0", red
6331,24.0,Lagrein,Alto Adige,Northeastern Italy,Italy,Cantina Produttori Cortaccia,"1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0", red
6332,60.0,Nebbiolo,Barolo,Piedmont,Italy,Stroppiana,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
6333,25.0,Red Blend,"California, California Other",California,US,Herzog,"0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0", red
6334,50.0,Chardonnay,"Carneros, Napa-Sonoma",California,US,Hoopes,"0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0", white
6335,50.0,Red Blend,"Paso Robles, Central Coast",California,US,Hunt Cellars,"1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0", red
6336,40.0,Zinfandel,"Napa Valley, Napa",California,US,Ballentine,"0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0", red
6337,10.0,Verdicchio,Verdicchio di Matelica,Central Italy,Italy,Belisario,"0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1", white
6338,11.0,Sauvignon Blanc,nan,Leyda Valley,Chile,Santa Carolina,"0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0", white
6339,15.0,Cabernet Sauvignon,nan,Maipo Valley,Chile,Santa Ema,"0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0", red
6340,18.0,Zweigelt,"Finger Lakes, Finger Lakes",New York,US,Stony Lonesome,"1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0", red
6341,25.0,Chardonnay,Virginia,Virginia,US,Sunset Hills,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", white
6342,24.0,Red Blend,"North Coast, North Coast",California,US,Longboard,"0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0", red
6343,16.0,Red Blend,nan,Casablanca Valley,Chile,Mancura,"0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0", red
6344,32.0,Cabernet Franc,"Sonoma Valley, Sonoma",California,US,Meadowcroft,"0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0", red
6345,32.0,Red Blend,"Arroyo Seco, Central Coast",California,US,Mesa Del Sol,"0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0", red
6346,29.0,Zinfandel,"Lodi, Central Valley",California,US,Oak Farm,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
6347,17.0,Gewürztraminer,"Seneca Lake, Finger Lakes",New York,US,Highland Cellars,"0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0", white
